sentiment,review_body,product_category
0,I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.,Jackets
0,I didn't fall in love with this jacket but it was comfortable and seems like it has potential to be flattering on many body types. for reference i tried on a medium and my measurements are 38-30-40.,Jackets
0,"This is a beautiful lined jacket  with a much more structured fit than a typical kimono. it hit me at the high hip  not low hip as shown on the model. given how structured it is  i don't think the ""one size"" will work for anyone larger than a small if you want a drapey kimono fit.",Jackets
0,I was excited to see this offered by retailer because i have been looking for a light blue summer jacket or blazer that isn't a denim jacket and this seemed to fit the bill. i've ordered several cartonnier blazers in 00p  as early as 2013 and as late as spring 2015  and have been very happy with them. on the plus side i would say that the color is depicted accurately and it does seem like a high quality jacket. but while the shoulders and sleeves were a pretty standard fit for 00p  it was much too,Jackets
0,The blazer is boxy and less dressy that it seemed online. i could only really wear this in casual situations  and i was hoping to be able to wear it to work as well. it does have an interesting hemline. the shoulders are a bit too narrow for me (but i do have shoulders on the broader side). i don't hate it  but i don't love it either  but it is interesting enough that i'm going to keep it. i ordered a small.,Jackets
1,Don't be put off by the sparkle! this jacket is amazing. lovely detail with the print on print with the sequined patches. i love this retailer in house brand  elevenses. i take a medium in this brand( 8/10) and the medium fits full with room like a bomber style would offer. i had tried a small in my local store and it was not a small -small so if you want a tighter fit then go for a small. but i like thinks to have a more fluid feel. i have a 34 dd chest as reference. i plan to wear this in spring,Jackets
1,I loved this classic bomber jacket online and in the brochure sent to my house  so i was thrilled to see it in my local retailer store. i anticipated that i would need a large  but i was wrong. the m fits perfectly!   fyi: 36c  broad shoulders/back  short waist  size 10/12 in button-up or fitted tops and dresses (usually 10) and a m in a loose-fit or knit top.  the m fits me just like the model in the photo  so i would think that you are between sizes like i usually am  you should size down. the z,Jackets
1,"This is my first demin jacket ever as all the ones i ever tried were too stiff  and far too boxy and long on me. i need to thank all the reviewers who helped me take the plunge. . got the size xs regular which is only slightly snug at bust when buttoned and a tiny bit long in the arm for me (5'2""  currently 33-25-37 with narrow shoulders and torso). very flattering look. if this jacket comes out in a new darker wash version i will definitely also try a petite size s. . the one i got in the mail",Jackets
1,"I took a chance and tried on this jacket today at the store. at first i was worried that it might look boxy on me but as soon as i put it on  it was love at first sight! it's so cute and very comfy! the sleeves are slightly long on me but that's been a recurrent issue regarding all my jackets. i'm only 5'3"" about 124 lbs. and it fit me very well. because it's a bit cropped  it makes me look taller. glad the weather is starting to warm up so i can find more excuses to wear it. i didn't need anoth",Jackets
1,"Denim  faux fur  flannel... hooray! i absolutely love this jacket and i'll wear it all winter (even under my warmer winter coat). i'm 5'6""/130 and usually a 2-4 in retailer and the small in this coat was plenty big in the waist/chest and even had room underneath to add a second shirt or light sweater. it seems a little shorter on me than in the photo... maybe that's the only drawback.",Jackets
1,I am still on the fence with this one. i got it sort of as an impulse buy when i was buying some tops at my local store the other day. the piece is gorgeous and looks great over a black tank top. it is very versatile in that you can wear it so many different ways; as an accent piece over a t-shirt  bathing suit cover up  over a dress. it is a delicate material so i'm sure you have to be careful washing it  but it has a feminine  flowy style that is very unique. the only thing that i'm not sure o,Jackets
1,"This jacket is a great fit and feels like a nice  comfortable addition to a professional/work wardrobe. it is very lightweight and fits somewhat loosely. i am 5""7 and 125 lbs and the small fits nicely. the only con is that there is not a way to secure down the top payer of the wrap )no snap  button  etc.).",Jackets
1,I purchased this jacket on pure impulse. to be quite honest it reminds me of a coat my dad used to wear  and i was halfway on the way to retailer when i decided to try it on. my goodness it's perfect. it's slightly oversized  delightfully 70's and makes everything look good skirts  pants  dresses etc. buy it  especially off the 70's have a special place in your heart.,Jackets
1,I was so surprised by this jacket! i grabbed it as a last minute thought and then when i tried it on i was in love! i have a pink dress i'm going to wear it over but i also love it over a frilly off white tank or even just over a basic t. i am so excited for cooler weather. be warned its not lined or warm. its more of a shirt than a true jacket but it's perfect for fall in california. i wear a small or m and went with a medium on this one.,Jackets
-1,These ag stevie ankle jeans only have 50% cotton.tthe rest is 41% lyocell (a rayon)  7% polyester  and 2% polyurethane. result: thin and clingy jeans that show every lump  and stretch out.   .  these are no longer the same lovely ags in twill when they were at 80% cotton  18% modal  2% pu. it seems ag has also stopped making denim and corduroy with 98% cotton  at least in the stevies.  .  i'm sure these will be a great choice for someone looking for very soft and thin pants that feel like pjs  b,Jeans
-1,I bought these a great alternative to black jeans but they are headed back.  the texture is nice but let's call them what they are- thin  leggings.  not worth the price in my opinion.  honestly  i can't seem to find a pair of pilcros that i like so i'd spent the extra money on a better pair of black jeans.,Jeans
-1,I was extremely excited to receive these pants  given the two positive reviews. i'm a petite woman and have trouble finding jeans with the right proportions. i sized down from my normal size (27 to a 26) and was swimming in these pants. i would have had to go down three sizes to make these work. i'm not sure if i received a defective pair or what  but be cautious ordering these pants.,Jeans
-1,I ordered these leggings and loved them  for about an hour- at which point the belt loop ripped off of the pant  leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.,Jeans
-1,As another reviewer wrote.. this is not the same jean featured on the website. same cut and style but it's a light denim wash with wiskering and worn look at the knees. i called customer service to see if this was a mistake and they said there was not really a way to check it unless i exchanged them. i didnt want the same wrong jeans again so i opted out ... too bad they are cure.,Jeans
-1,"I agree with the other reviewer: the snaps at the ankle are a cute idea  but bad in execution. they look and feel odd when on. ---------- these fit tts  and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me. ---------- as an aside  these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,I am obsessed with denim and have two other pairs of ag jeans from retailer that i am very happy with. my recent preference has been for high-rise skinny jeans and decided to give these a try because of the versatile medium wash. when i tried these on in my normal size  they were so cute that i bought them full-priced. i could tell that the material was pretty stretchy (which is what makes them soft and comfortable)  but was not expecting them to stretch out and sag after a few hours. by th,Jeans
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the steve capris i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
0,Fit is just like stet in my opinion.,Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,I absolutely love the look and fit of these jeans. i did have to size down. i ran into problems after washing. the fraying on one leg was twice that of the other  looking very unbalanced. after looking closely i found that one leg had a top stitching very close to the fray to prevent further fraying. the other leg did not have this stitching  thus the fraying double in size. i have sent a request to customer service for a replacement pair. these are adorable jeans just be sure to check for stitc,Jeans
0,Beautiful thick sturdy denim. probably the best denim i own in terms of the material. the cut can be awkward as it can be tight across the thighs and hips and kinda makes my butt flat. however i love the wash and quality of the material and at a sales price  totally worth it.,Jeans
0,"I have several pairs of coh and love them all. when i saw these go on sale in my size i quickly purchased them. however  when i tried them on at home and looked in the mirror  i was pretty shocked that the back pockets were extremely long. meaning  they go well below your butt cheeks (like 3""# which means they look like they are sitting too low on your body-and they aren't they are actually i little higher waisted than most coh!     i thought perhaps it was my perception that day  so i waited an",Jeans
0,Love the style  fabric and fit generally  but even ordering down a size  i could yank them right down. trying going down one more size  but not sure it will work as much as i want it to.,Jeans
0,These are a wonderful trouser style pant. i love fitted than flared denim so this fit isn't my top pick but it's a cute style! thick quality denim fabric with a medium rise cut.,Jeans
0,I looked like i was going to work on a farm. well made  but seemed fit big. i like and have owned wide leg pants/capris  these were cartoonishly wide.  needless to say  they were returned.,Jeans
0,I have been looking for a quality pair of black skinny jeans for a while. after reading the reviews  i had such high hopes for these jeans. i bought it in my usual size 28 and while the top part fit perfectly  i found that the bottom was too tapered in and ultra skinny making it not look right. sadly  i had to return.,Jeans
1,I love the cut of these pants! kind of a flare  kind of a boot cut and super flattering. they are long so really need heels to keep a nice leg. they have tons of stretch so i could wear two different size. i choose the smaller for a little less length in the leg. i consider them more pants then denim.,Jeans
1,I just received these jeans. love them. i usually wear a 29- i ordered a 30 and they fit great. they are too long- will need to be hemmed. but the fit is great. the material is soft. lovely. great buy.,Jeans
1,These are my new favorite jeans. the gray wash is nice  and the distressing is subtle enough that i can wear these to work. the rise is high enough that i don't need to worry about bending over but not so high that they get near my belly button. and the description is true: they don't stretch! i'm a loyal ag stevie shopper  and the fit on these is similar... just a little skinnier in the ankles  maybe. true to size. a little long  so i'll probably hem them a couple of inches.,Jeans
1,"Bought the green in the store. wore them every week for 3 weeks so i bought the bronze color too. i usually wear a 26 in pilcro because they do give a little during the day. i had to go up to the 27 because the thighs were a little too snug for me. there's a zipper at the ankle so getting you foot through isn't a problem. the fabric is sturdy. it almost feels like a brushed cotton (soft to the touch). they zip up the side so are very slimming. i'm 5'4"" 120# for reference.",Jeans
1,"I usually wear stevie's in ag  but when i saw the prima was on sale i decided to give it a try and i""m so glad i did! they came today and i tried them on  i will say the rise feels a little higher than mid-rise  but it's so soft and stretchy i didn't really care. they're definitely skinny but with so much stretch they feel like a comfortable legging that doesn't fit quite so tightly. the color/wash is great too. for this price  these are awesome. i ordered a 29  same as my stevies and it fit per",Jeans
1,I bought these in my standard 27 (on sale  woop).  they are super comfortable with a bit of stretch for those days when you need a little extra room.  the ankles are easily cuffed and look great with ankle boots.  my only qualm is that they run a bit big and tend to gape in the back.  i love a higher rise jean and these are a great option but i'd lean towards sizing down.,Jeans
1,"These jeans are fantastic! i've worn them once and got many compliments. definitely keepers. i am 5'8"" and weigh about 135. normally i wear a 29 but i sized down based on reviews to a 28. they fit perfectly at the start of the day  but as all jeans with a bit of stretch do  they get bigger as the day goes on  but because they're a boyfriend cut it all works. really happy with this purchase. my only regret is that i didn't get two pair.",Jeans
1,Slightly disappointing. i wanted the picture -- the full-on flare. it has very little flare. that said  they're still comfortable jeans  so i'll keep them.,Jeans
1,"I love ag for their soft  stretchy denim and flattering fit. bought these today and couldn't be happier! i usually order stevies in the petite ankle size  but the ""regular"" capri length fit perfectly skimmed my ankle.",Jeans
-1,I was really excited about this top since i have others from retailer that are similar in styling. unfortunately  it just didn't work out. i am petite with a short torso and ordered my usual size and it was way too short in the front. the top was also boxy and didn't sit right. it just wasn't flattering. cute top on the hanger  but just not on me.,Knits
-1,The tank looks nothing like the one pictured  mainly because it's tissue-paper thin. also  i ordered it in two sizes - xs and s as it can be hard to tell which one will fit. i started with the xs and quickly discovered that it ran large. the armholes hit halfway to my waist. obviously i didn't even bother opening the size s. both will be returned.,Knits
-1,Very cute top but runs very very big ! im5 ft 5 in tall  120 lbs. i ordered the xs but it was so big it looked like a maternity top.. sadly returned the top. otherwise the top was made of good quality fabric.,Knits
-1,So this may be my least favorite thing i have ever bought from retailer. this top had so much extra material it was like wearing a bag or parachute. it looked a million times cuter in the photos.,Knits
-1,I thought i would love this shirt because it goes along with my style  but i returned it immediately. it runs so large! the colors are faded  and the trim of the shirt curl over  so it looks cheap and frumpy. i do not recommend this! it hits in all the wrong places.,Knits
-1,Description is wrong. not a swing tunic. more long and straight. keep that in mind when buying this. if you have hips  this might not be the top for you,Knits
-1,I wanted to love this sweatshirt  but alas  it is going back. upon opening and unfolding  the first thing i noticed: the dots and not solid. they are sort of distressed looking  with parts of them missing. secondly  it doesn't have a lot of structure. it's soft and kind of floppy but in a weird way. it's just not flattering on me. it looks more like a pajama top than something i would wear out of the house. for reference  i ordered the 3  and i'm usually a 10/12 in tops.,Knits
-1,I purchased this top in the rose and steel blue colors even though the majority of reviews says it shrinks even when you wash per the instructions. i called the local retailer store first to see if it could be returned if this happened and they said yes  no problem. well the reviews are correct. i washed just the rose colored top so i could compare it to the steel blue if it did shrink. i am returning them this evening. i will not take the time or spend the money to dry clean a tank. it is made ve,Knits
-1,I wish i had read the reviews before purchasing online. i love how this top looks online but when i tried on the small that i ordered  it was comical. so so boxy. literally  shaped like a square. it must be pinned back on this model. maybe if i ordered an xxxxs it would have worked...or perhaps for a larger person  it may look super cute! just didn't work on my slim build. :(,Knits
0,An odd top.  for my curvy figure (34g)  the seam did not enhance  but rather made me look wider.  the material is...interesting. foam-like is all i can think to describe it. the fabric and design are not as elegant looking in person.,Knits
0,I wish that it had fit me better as the feel of the fabric and the color were great! regrettably  i am sending it back as the v opening is too low for my tastes and the fabric on the left of the first layer drapes weird on me. i am usually a s or m and in this top the s was plenty of length and room  would be swimming in a m. the fabric was soft and felt great against your skin and not thin as some fabrics can be. the color was just as shown and beautiful. hope it works for some of you out there,Knits
0,The tee is adorable in the floral print. the fit is true to size  as it is a casual tee rather than overly fitted. the cuffed sleeves are a nice detail. i would have bought this at full price  but it is quite see through in the white/yellow floral. i could easily see my nude colored bra and even my belly button it was so sheer. having to wear a tank underneath this completely defeats the purpose of a cute  casual tee you can just throw on. i was so disappointed that it was so sheer. i think the,Knits
0,"I ordered this in a medium and although the details/design of the shirt were cute  the ""swing"" did not work for me this time around. i typically like looser fitting tops  but with this shirt i felt like there was just too much material and made me feel like i was wearing a tent.",Knits
0,Soft cotton front  slightly more coarse back. shoulders run slimmer than bottom which flares out. bought on sale as a cute pajama top which will definitely work well. could also imagine with skinny jeans. normally wear a s  ordered an xs.,Knits
0,Beautiful top marred only by the armholes. i tried a small and a medium but alas  my bra showed under the arms. i my be overly endowed for this top  but the way it cuts  you would have to be braless to wear it. not for me  but wish it worked. it is really pretty.,Knits
0,I was hoping to love this tunic  but it isn't what i was hoping for. the material is cute  but the piece itself is a little too baggy and just doesn't do anything for my shape. just made me look boxy all around. it felt more like a poncho than a tailored tunic. unfortunately  it has to go back.,Knits
0,"I am normally a m-l (170 lbs  5'4""  34dd). i ordered this top in a medium knowing it ran big  and it is huge. seriously  i could wear it as a dress. i like the whole loose and comfy top thing  but this is so massive it looks sloppy. i'm going try and return it for a small. hey  i like that i can wear a small! the green color really is pretty  and it's so soft. just need a much smaller size.",Knits
0,Usually can just buy tiny shirts knowing that they will fit me!  and this one is beautiful but if you have any type of chest it will not work.  i'm a 34d and it  was way too small in the chest area.  it is a beautiful shirt though and i'm very sad that i have to return it.  it will work better on someone else for sure.  so i recommend this beautiful shirt for someone with a different body type from mine!,Knits
1,Love this top. perfect under a jacket for work or on its own for date night. i have a long torso and the length is perfect. so dainty and different!,Knits
1,This is a very comfortable top -versatile in that you can dress it up or down. i'm happy with it!,Knits
1,This top is soft  comfortable and drapes nicely. the print makes it fresh and different. i sized down to a small.,Knits
1,I love this top it is easy to wear fun and very comfortable. i was thinking about it for weeks and kept coming back to it after i read a review about going up a size i decided to go for it and i am very happy i did!!! my new favorite!!!,Knits
1,I got the pink version to layer with spring clothes. i always wear a medium  but sized down to a small based on the other review. the seams are very flattering. the material is very soft. on sale  the price is reasonable.,Knits
1,I was looking for a new spring/summer tee that still gave coverage for chillier mornings and nights and this is it. it has a nice swing to it that isn't too wide (think a flattering a-line cut that has some movement towards the bottom hem.) it is fitted and flattering where it needs to be (the shoulders and ribcage run fitted and tts which means you don't get lost in the top. it's not boxy or oversized  but if you want a fitted and more flattering look  you can definitely size down easily  parti,Knits
1,Happy with this top- slightly thinner material than i was expecting but that'll be fine with our hot summers. got the navy striped one- very pretty and extremely soft. washes well. i do wear an tank underneath though bc the armholes are slightly large and you can see part of my bra.,Knits
1,I bought this top in every color. the fit is so flattering and just flows so nicely - not too big. love!,Knits
1,I absolutely adore this shirt!!! the pinkish rosey color is beautiful and ended up being better than i had imagined. i will say that the shirt is a bit more casual than i thought it was going to be  the way it hangs or something..not really sure. nonetheless  it is perfect. can be dressed up or down  which is the best quality to have in any piece of clothing! i can tell i'm going to get a lot of wear out of it.,Knits
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,Very nice long-sleeved shirt. the fabric is soft and warm. you can wear it on its own or easily compliment with a jacket.,Layering
1,The size s arm holes are a little too over-sized and i find i keep adjusting the shoulders so the sides of my bra won't show (and sizing down to an xs made the body too tight). it's a bit pricey for a basic  thin tank  but it's a good every day  wear all the time staple.,Layering
1,I bought an retailer cami 10 years ago and it is still in good shape so i looked on the website to see if they still carried them and they did! i bought 3 i was so excited!,Layering
1,I have these in many different colors  some with stripes. very versatile and i wear them all year around.holds well through the washing. love these tank top.,Layering
1,I ordered the black and white shirt thinking it was polka dots  but turned out to be stars instead which was even cuter. fits true to size and is very soft and comfortable. my first thought after trying it on was that i should have ordered another one!,Layering
1,"I purchased the pink top and really like it. it will be a ""go-to"". the material is light but not skimpy  and it has a nice drape to it. the length is good for me (5'4"") and it fits tts.",Layering
1,"Looking for the perfect camisole that smooths the flab  keeps you warm or cool as appropriate  doesn't ride up  and looks good? this is it! it takes a bit of extra effort to get this cami over your head and pulled down  but once you do  you say ""ahhh!"" it feels good and is a blessing--a seamless bit of control of middle-age  middle-body flab. for sizing: i wear a size 4 in most clothes  and in this cami  i can wear a small/medium or a medium/large. the former pulls in more  but the later gives m",Layering
1,"At 5'4"" and 140 lbs  this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",Layering
1,"This top is a great  versatile long sleeved shirt. i'm 5'10"" and the sleeves were long for me  so i don't know why it's listed as 3/4 length. i could see where sleeve length would be a problem for more petite ladies. the wine color is beautiful. it is slightly more fitted than the picture  i was afraid it might be semi-sheer  but its totally fine. i wish it was a bit longer in the torso  but it's not short like some sweaters this season. i do tend to have a shorter torso  so a tall lady with a l",Layering
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
1,These are both adorable and practical?they're versatile enough to dress up or down  and they are just warm enough for fall temperatures. these will definitely be my go-to tights this season.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,These are the best leggings! they were so comfortable that i wore them all day and then to bed; i didn't want to take them off. i'm hoping to get a few more pairs.,Legwear
1,36dd  10/12 in tops  12/14 in bottoms  bought size m/l very cute pattern on the grey leggings  and the fleece lining is warm. they are thick too  so even stretched they are not see through. i would say 14 would be as large as these bottoms would fit as they are snug  but fine for wearing under skirts and dresses.,Legwear
1,Really comfortable leggings! not see through and at a great price!,Legwear
1,I love these socks so much! i ordered the beige and red pair with the polar bear design and they are my new favorite socks. these are comfy  with great stretch and just the right amount of cushion. however  the best feature is the cute little frill around the cuff! i want to order more  but i don't care for the other designs as much as the pair i ordered. instead  i will be keeping an eye on this brand to see what they come out with next!,Legwear
1,"Bought this as ""transitional"" wear post baby #2 & i love them! will probably end up wearing them all winter long! i love that i'm 6 foot & they still are scrunchy at the bottom which i honestly wasn't expecting.",Legwear
1,These leggings are a quality product at a great price! i ordered these for my daughter and she loves them. warm and comfy  she wears them all the time.,Legwear
1,I bought a xs in black. i like the weight  texture  and thickness of this fabric. it feels like it smoothes over and holds the lines of my body in well. may be the other reviewer got a pair out of an odd batch  which could mean there are inconsistencies? i would like to see how the color and the stretch holds up with future washes. it would have gotten five stars since if it came in petitte length. but i will pick up a couple of more if it hits sale.,Legwear
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
-1,I had high hopes for this top but it didn't work for me at all. it shows your bra straps perfectly. plus  it was so big and boxy that it made me look about 10 pounds heavier. no thanks!,Lounge
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I purchased this in the yellow xs. it is very comfortable  but extremely see-through. you'd have to wear a slip or something underneath it  but i'm not sure what would work based on the style  and even if i wore a strapless bra it was still see-through. unfortunately i had to return it.,Lounge
0,Great print  terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.,Lounge
